Sr No,Official Name,Address (Line 1),Address (Line 2),Address (Line 3),County Description,Email,Phone No.,Principal Name,Local Authority Description,Ethos Description,Female,Male,Total
1750,ST PATRICKS NS,Johnstown Bridge,Enfield,Co. Kildare,Kildare,stpatsjtb@yahoo.ie,0469541907,Frances Belton,Kildare County Council,Catholic,48,39,87
1751,S N MUIRE GAN SMAL,Hillhead,Ardara,Co. Donegal,Donegal,office@stmarysnsardara.com,0749541903,Anita Finnerty,Donegal County Council,Catholic,55,39,94
1752,S N MUIRE,Carlanstown,Kells,Co. Meath,Meath,office@carlanstownns.ie,0469246803,Sarah Curran,Meath County Council,Catholic,79,86,165
1753,FIONNTAIN NFA N S,Mayglass,Bridgetown,Co. Wexford,Wexford,st.fintans.mayglass@gmail.com,0539135279,David Day,Wexford County Council,Catholic,63,51,114
1754,SCOIL ANGELA,Ursuline Primary School,Thurles,Co. Tipperary,Tipperary,info@scoilangela.ie,050422561,Bridann Molony,Tipperary (Nr) County Council,Catholic,165,54,219
1755,S N Naomh Feargal Boys Senior,FINGLAS WEST,DUBLIN 11,,Dublin,info@stfergalsbns.ie,018347609,MARY FLYNN,Dublin City Council,Catholic,1,179,180
1756,S N NAOMH PADRAIG,TEARMON,Spencer Harbour,Drumkeerin,Leitrim,stpatsnstarmon@gmail.com,0719648306,Ms Clare Mc Teigue,Leitrim County Council,Catholic,3,10,13
1757,SCOIL CNOC LOINGE B,KNOCKLONG,CO LIMERICK,,Limerick,knocklongns@live.ie,06253452,Jean O' Connell,Limerick County Council,Catholic,33,39,72
1758,SN NMH TREASA,Swinford Road,Kilkelly,Co. Mayo,Mayo,kilkellyns@gmail.com,0949367371,Richard Phillips,Mayo County Council,Catholic,24,33,57
1759,SCOIL BHRIDE MIXED N S,Lann Léire,Ardee Road,Dunleer,Louth,dunleerns@gmail.com,0416851324,Brendan O Donoghue,Louth County Council,Catholic,104,98,202
1760,FRAOCH MOR N S,Scoil an Fhraoich Mhóir,The Heath,Portlaoise,Laois,office@theheathns.com,0578646658,David O'Brien,Laois County Council,Catholic,103,109,212
1761,S N MHUIRE,Convent Road,Milford,Co. Donegal,Donegal,milfordns2016@gmail.com,0749153494,Sharon Peoples,Donegal County Council,Catholic,112,106,218
1762,S N PADRAIG NAOFA C,Gardiner's Hill,Cork,,Cork,office@stpatricksgirls.net,0214509246,Eileen Kelly,Cork City Council,Catholic,128,,128
1763,S N PADRAIG NAOFA,Dillon's Cross,Cork,,Cork,Office@stpatricksinfants.ie,0214551593,Anne O' Connell,Cork City Council,Catholic,34,52,86
1764,ST RYNAGHS N S,BANAGHER,BIRR,,Offaly,principal@strynaghsns.com,0579151419,FERGAL MCMAHON,Offaly County Council,Catholic,109,140,249
1765,S N SEAMUS NAOFA,Robinstown,Glenmore,Co. Kilkenny,Kilkenny,glenmorens@gmail.com,051880269,Laura Kelly,Kilkenny County Council,Catholic,39,52,91
1766,CASTLECONNELL N S,Castleconnell,Co. Limerick,,Limerick,secretary@castleconnellns.ie,061377594,Richie Ryan,Limerick County Council,Catholic,117,124,241
1767,SN N BREANDAIN,EANACH DHUIN,COR AN DOLA,CO NA GAILLIMHE,Galway,oifig@scoileanachdhuin.ie,091791661,Laura Dunne,Galway County Council,Catholic,56,73,129
1768,S N BUIRGHEAS,NENAGH,CO TIPPERARY,,Tipperary,info@burgessns.com,06734515,Emma Long,Tipperary (Nr) County Council,Catholic,39,47,86
1769,TISRARA NATIONAL SCHOOL,Tisrara,Four Roads,Co. Roscommon,Roscommon,tisrara.primaryschool@gmail.com,0906623367,Larry Tiernan,Roscommon County Council,Catholic,28,26,54
1770,CLUAIN EIDHNEACH N S,CLUAIN EIDHNEACH,MOUNTRATH,CO LAOIS,Laois,clonenaghns@gmail.com,0578732516,Melissa Burnell,Laois County Council,Church Of Ireland,46,43,89
1771,S N AINE NFA SEAFIELD,Seafield,Bonmahon,Co. Waterford,Waterford,seafieldns57@gmail.com,051292213,Paddy Doyle,Waterford County Council,Catholic,43,32,75
1772,S N RATH RIAGAIN,Rathregan,Batterstown,Dunboyne,Meath,office@rathreganns.ie,018259208,Ciara Gleeson,Meath County Council,Catholic,43,49,92
1773,S N Muire na Freastogala Girls Senior School,Assumption Senior Girls NS,Long Mile Rd,Walkinstown,Dublin,info@assumptionseniorgns.ie,014508309,Maeve Crowe,Dublin City Council,Catholic,230,,230
1774,GLENEELY N S,Gleneely,Killygordon,Co. Donegal,Donegal,principal@gleneely.com,0749149395,Pauline Dowds,Donegal County Council,Catholic,20,25,45
1775,S N BRIOTAS,Brittas,Co. Dublin,,Dublin,cormac_o_farrell@hotmail.com,014582311,Cormac O'Farrell,South Dublin County Council,Catholic,28,29,57
1776,S N CAITRIONA NAOFA,Oristown,Kells,Co. Meath.,Meath,oristownns@gmail.com,0469241425,Owen Creevey,Meath County Council,Catholic,73,76,149
1777,SCOIL AINE NAOFA,Rathkeale,Co. Limerick,,Limerick,info@stannesps.ie,06964779,Mairéad O'Donnell,Limerick County Council,Catholic,167,57,224
1778,ST JOSEPHS CONVENT,Dublin Road,Longford Town,,Longford,office@stjosephsns.ie,0433345700,Orla Egan,Longford County Council,Catholic,391,136,527
1779,S N BRIDE,Lackagh,Monasterevin,Co. Kildare,Kildare,info@scoilbhridelackagh.ie,045529134,Niamh O'Loughlin,Kildare County Council,Catholic,47,54,101
1780,St. Hugh's N.S.,Dowra,via Carrick-on-Shannon,Co. Leitrim,Leitrim,info@sainthughs.com,0719643444,Padraig Kenny,Leitrim County Council,Catholic,22,29,51
1781,NAOMH ATRACHTA,KINGSLAND,MAINISTIR NA BUILLE,CO ROSCOMMON,Roscommon,office@kingslandns.ie,0949870608,Sylvia Cunniffe,Roscommon County Council,Catholic,20,16,36
1782,QUEEN OF UNIVERSE N S,Long Range,Muinebeagh,Co. Carlow,Carlow,info@queenoftheuniversens.com,0599721075,Cathal Cole,Carlow County Council,Catholic,182,71,253
1783,S N CILL LÚRAIGH,Causeway,Tralee,Co. Kerry,Kerry,killuryns1@gmail.com,0667131088,Padraig Regan,Kerry County Council,Catholic,45,48,93
1784,SCOIL PHADRAIG NAOFA,Carrickedmond,Kilcurry,Dundalk,Louth,office@kilcurryns.ie,0429339310,Tom O'Connor,Louth County Council,Catholic,84,122,206
1785,S N CRONAIN NFA AN CARN,Carron,Ennis,Co. Clare,Clare,carronschool@gmail.com,0657089201,Mary Quealy,Clare County Council,Catholic,12,3,15
1786,S N RAITHIN,RAHEEN,ENNISCORTHY,CO WEXFORD,Wexford,contactus@raheennswexford.net,051428258,Sarah Browne,Wexford County Council,Catholic,77,77,154
1787,S N NAOMH FIONTAN,Lismacaffrey,Mullingar,Co. Westmeath,Westmeath,stfintansnslismacaffrey@gmail.com,0436685233,Conor O' Farrell,Westmeath County Council,Catholic,13,16,29
1788,CIARAN NAOFA,Cooly,Fuerty,Co. Roscommon,Roscommon,Fuertyns@gmail.com,0906663433,Rosita Murphy,Roscommon County Council,Catholic,25,35,60
1789,St Patrick's National School,Boherash,Glanworth,Co. Cork,Cork,principalglanworthns@gmail.com,02538404,Catriona O'Donovan,Cork County Council,Catholic,59,55,114
1790,PADRAIG NAOFA N S,AVOCA,CO WICKLOW,,Wicklow,avocans@hotmail.com,040235331,Kathy Van Eesbeck,Wicklow County Council,Catholic,85,87,172
1791,Scoil Náisiúnta Cúil an tSúdaire 2,Sandy Lane,Portarlington,Co. Laois,Laois,office@sandylanenationalschool.ie,0578643281,John Noonan,Laois County Council,Church Of Ireland,40,44,84
1792,Finglas Parochial National School,Church Street,Finglas,Dublin 11,Dublin,principal@finglasparochialns.ie,018347349,Rachel Adams,Dublin City Council,Church Of Ireland,37,57,94
1793,NA CARRAIGE N S,Rock,Mountmellick,Co. Laois,Laois,therockns20@gmail.com,0578624490,Liam Ahern,Laois County Council,Catholic,95,109,204
1794,S N BAILE AN ATHA,Grange Road,Ballina,Co. Tipperary,Tipperary,office@ballinaprimaryschool.com,061376340,Bernice O'Connell,Tipperary (Nr) County Council,Catholic,183,221,404
1795,Scoil na Maighdine Mhuire,Harbour Street,Mullingar,Co. Westmeath,Westmeath,adminsnr@presentationmullingar.ie,0449340933,Claire Dorr,Westmeath County Council,Catholic,152,155,307
1796,S N LEAMHACH,Leugh,Thurles,Co. Tipperary,Tipperary,leughns@hotmail.com,050423111,Louise Corbet,Tipperary (Nr) County Council,Catholic,49,68,117
1797,S.N. Cill Conla,CILL CONLA,BALLYBUNION,CO KERRY,Kerry,cillconla@gmail.com,0879883596,Ms Aoife McMahon,Kerry County Council,Catholic,19,16,35
1798,SCOIL PADRE PIO N S,Churchfield Terrace West,Churchfield,Cork,Cork,principal@scoilpadrepio.com,0214302045,Sinéad Elliffe,Cork City Council,Catholic,127,137,264
1799,SN CHONAILL,Machaire Chlochair,Bun Beag,Co. Dhún na nGall,Donegal,snchonaill@gmail.com,0876685115,Pádraig Mac Grianna,Donegal County Council,Catholic,49,58,107
1800,S N MHUIRE MILIUC,STONEPARK,"MEELICK,VIA LIMERICK",Co. Clare,Clare,info@meelickprimaryschool.ie,061327088,Denis Kennedy,Clare County Council,Catholic,47,37,84
1801,SCOIL MHUIRE NAISIUNTA,Newtown,Corofin,Co. Clare,Clare,corofinnsclare@gmail.com,0656837302,Brian Russell,Clare County Council,Catholic,46,56,102
1802,St Johns Parochial School,Ashe Street,Tralee,Co. Kerry,Kerry,info@jschooltralee.com,0667128142,Michael O'Toole,Kerry County Council,Church Of Ireland,32,29,61
1803,SCOIL NAOMH PADRAIG,Oram,Castleblayney,Co. Monaghan,Monaghan,oramnationalschool@gmail.com,0879548825,Kate Brady,Monaghan County Council,Catholic,39,48,87
1804,S N MUIRE AN PORT MOR,Ross Road,Ferrybank,Waterford,Waterford,admin@ferrybankbns.ie,051851399,James Robinson,Waterford City Council,Catholic,,212,212
1805,Scoil Naomh Mhuire National School,BEAL ATHA DA THUILLE,CO LUIMNI,,Limerick,office@ballyhahillns.org,06982217,Martina Griffin,Limerick County Council,Catholic,19,20,39
1806,SCOIL NAOMH CHOLMCILLE,DRUMMAN,RAMELTON,CO DONEGAL,Donegal,drumman@live.ie,0749151430,ROSEMARY MC GEE,Donegal County Council,Catholic,34,34,68
1807,CARNEW N S,Carnew,Arklow,Co. Wicklow,Wicklow,carnewns@gmail.com,0539426315,Kevin O'Donnell,Wicklow County Council,Catholic,78,107,185
1808,S N BAILE MUINE,Ballymoney,Ballineen,Co. Cork,Cork,ballymoneyns.ias@gmail.com,0238847583,Shireen Rountree,Cork County Council,Church Of Ireland,8,10,18
1809,S N Mhuire na mBraithre,Clounalour,Tralee,Co. Kerry,Kerry,secretary@cbsprimarytralee.com,0667124029,Brendan Smith,Kerry County Council,Catholic,189,225,414
1810,S N BAILE MOR,Ballymore,Portnablagh,Co. Donegal,Donegal,ballymoreschool@yahoo.co.uk,0749136255,Cait Ní Chuirean,Donegal County Council,Church Of Ireland,5,2,7
1811,AYR HILL N S RAMELTON,Tank Road,Ramelton,Letterkenny,Donegal,office@ayrhillns.com,0749151512,Sandra MOORE,Donegal County Council,Presbyterian,13,19,32
1812,SCOIL MHUIRE,Doire Glinne,Sraith Salach,Co. na Gaillimhe,Galway,smdoire@hotmail.com,091552810,Sinéad Ní Chadhain,Galway County Council,Catholic,5,11,16
1813,SCOIL NAOMH CAITRIONA,Bishopstown Avenue West,Model Farm Road,Cork,Cork,office@stcathns.com,0214546868,Claire O'Donovan,Cork City Council,Catholic,414,,414
1814,SCOIL BHRIGHDE,Tyholland,Co. Monaghan,,Monaghan,scoilbhridesilverstream@gmail.com,04784977,Kathy Ronaghan,Monaghan County Council,Catholic,46,29,75
1815,S N BAILE AN FHASAIGH,Ballyfacey,Glenmore,via New Ross,Kilkenny,ballyfaceyns@gmail.com,051880388,Tommie O'Gorman,Kilkenny County Council,Catholic,29,25,54
1816,NAOMH EARNAIN N S,KILLASHEE,LONGFORD,CO LONGFORD,Longford,killasheens@gmail.com,0433348676,MARTINA MARY CHAPMAN,Longford County Council,Catholic,13,16,29
1817,Lanesborough Primary School,Lanesborough,Co. Longford,,Longford,smgslb2020@gmail.com,0433321545,Niamh Rowan,Longford County Council,Catholic,45,43,88
1818,SCOIL MHUIRE,Broadford,Charleville,Co. Limerick,Limerick,scoilmhuire@broadfordns.ie,06384214,Elaine O'Keeffe,Limerick County Council,Catholic,64,77,141
1819,LOCHAN AN BHEALAIGH N S,Loughanavally,Mullingar,Co. Westmeath,Westmeath,loughanavallyns@gmail.com,0449226417,Daniel Mulvihill,Westmeath County Council,Catholic,29,28,57
1820,BHRIDE N S,Ardough,Bilboa,Carlow,Laois,ardoughns@gmail.com,0599140611,Sinead Moore,Laois County Council,Catholic,6,7,13
1821,BALLYGOWN NS,CASTLETOWNROCHE,CO. CORK,,Cork,ballygownschool2@gmail.com,02226611,SUSAN O'DONOGHUE,Cork County Council,Catholic,37,61,98
1822,CROINCHOILL N S,Crinkill,BIRR,CO OFFALY,Offaly,office@crinkillns.ie,0579120803,SANDRA NOLAN,Offaly County Council,Catholic,129,114,243
1823,S N CILLININ,Killeeneen,Craughwell,Galway,Galway,killeeneen2@gmail.com,091796404,SIOBHÁN GOHERY,Galway County Council,Catholic,89,106,195
1824,Lecarrow Community National School,Lecarrow,Co. Roscommon,,Roscommon,lecarrowcns@gretb.ie,0906661242,Tracy Kilgannon,Roscommon County Council,Multi Denominational,17,11,28
1825,St Mary's Church of Ireland N.S,Waterpark,Carrigaline,Co. Cork,Cork,carrigalinens@gmail.com,0214371995,Olive Bradfield,Cork County Council,Church Of Ireland,93,111,204
1826,SCOIL NAOMH IOSEPH,Gorey,Co. Wexford,,Wexford,podgegorey@yahoo.ie,0539421178,Padraig Cronin,Wexford County Council,Catholic,225,297,522
1827,SN PAROISTE MAITIU NFA,Cranfield Place,Sandymount,Dublin 4,Dublin,secretary@stmatts.ie,016603145,Cliodhna O'Reilly,Dublin City Council,Church Of Ireland,104,108,212
1828,SCOIL MHUIRE,Knockognoe,Brosna,Co. Kerry,Kerry,scoilmhuirebrosna@gmail.com,06844577,John Cahill,Kerry County Council,Catholic,13,18,31
1829,S N CILL CHUIMIN,Thurles,Co. Tipperary,,Tipperary,kilcommonschool@gmail.com,06278144,Eileen Ryan,Tipperary (Nr) County Council,Catholic,10,12,22
1830,S N na hAcrai,Acres,Burtonport,Co. Donegal,Donegal,acresschool@gmail.com,0749542134,Seán Mac Fhionghaile,Donegal County Council,Catholic,37,33,70
1831,S N na Maighdine Mhuire,Garrisker,Broadford,Co. Kildare,Kildare,principal@broadfordnskildare.ie,0469551323,Cara O Mahony,Kildare County Council,Catholic,32,28,60
1832,SCOIL MHICHIL NAOFA,Mount Hawkins,Athy,Co. Kildare,Kildare,officesmnathy@gmail.com,0598631794,Pauline O'Shea,Kildare County Council,Catholic,240,256,496
1833,SCOIL NAOMH IOSEF,Castlehackett,Belclare,Tuam,Galway,Info@castlehackettns.ie,091791708,Noelle Gannon,Galway County Council,Catholic,23,28,51
1834,Gaelscoil an Teaghlaigh Naofa,Tory Top Road,Ballyphehane,Cork,Cork,teaghlaighnaofa@gmail.com,0214311473,Máire Ní Nuanáin,Cork City Council,Catholic,103,90,193
1835,Barr na Sruthan N S,BARR NA SRUTHAN,MOUNTMELLICK,CO LAOIS,Laois,barnashronens@yahoo.ie,0578644020,AILEEN MAJELLA DELANEY,Laois County Council,Catholic,36,55,91
1836,S N MIN AN AOIRE,Meenaneary,Carrick,Co. Donegal,Donegal,meenanearyns@gmail.com,0749739347,Daniel Cunningham,Donegal County Council,Catholic,9,5,14
1837,DROMDHALLAGH N S,Drimoleague,Co. Cork,,Cork,office@drimoleaguens.com,02831854,Patrick Collins,Cork County Council,Catholic,30,23,53
1838,S N CUL FADA,Culfadda,Ballymote,Co. Sligo,Sligo,culfadda.ias@gmail.com,0719182645,Aisling Egan,Sligo County Council,Catholic,43,30,73
1839,SN MHUIRE BNS,Killarney Road,Millstreet,Co. Cork,Cork,bnsmillstreet@gmail.com,02970776,Donal O'Connor,Cork County Council,Catholic,,94,94
1840,S N Moin na gCaor,Ballysimon,Enniscorthy,,Wexford,info@monageerns.ie,0539234453,Eleanor Kehoe,Wexford County Council,Catholic,58,67,125
1841,SCOIL BRIDE,Cooloo,Moylough,Ballinasloe,Galway,office@cooloons.ie,09349565,Conleth Dermody,Galway County Council,Catholic,15,5,20
1842,S N Talamh na Manach,TALAMH NA MANACH,CARLINGFORD,CO LOUTH,Louth,info@monkslandschool.com,0429376431,Darragh Smith,Louth County Council,Catholic,70,69,139
1843,S N PÁDRAIG NFA,Courtnacuddy,Enniscorthy,Co. Wexford,Wexford,courtnacuddyns@gmail.com,0539244284,Peter Kenny,Wexford County Council,Catholic,61,51,112
1844,S N FHURSA,Lyre,Banteer,Co. Cork,Cork,scoilfhursalyre@yahoo.ie,02958384,Noreen Duggan,Cork County Council,Catholic,21,30,51
1845,S N NAOMH PARTHALAN,CIONN SAILE BEAG,Nr YOUGHAL,CO Waterford,Waterford,principal1kns@gmail.com,02494247,Karen Halley Walsh,Waterford County Council,Catholic,22,31,53
1846,S N TRIANTA,Triantagh,Letterkenny,Co. Donegal,Donegal,office@trentaghns.com,0749137494,Lisa McMillan,Donegal County Council,Presbyterian,16,17,33
1847,S N MUIRE MAGH DEILGE,Modeligo,Dungarvan,Co. Waterford,Waterford,modeligonationalschool@gmail.com,05868149,Katie Heskin,Waterford County Council,Catholic,29,22,51
1848,S N AN DROMA,Drom,Templemore,Co. Tipperary,Tipperary,secretary@dromns.com,050451688,Amadean Moore Walsh,Tipperary (Nr) County Council,Catholic,22,19,41
1849,SCOIL LORCAIN B,The Oval,Palmerstown,Dublin 20,Dublin,office@stlorcansbns.com,016267493,Sinead Greally,South Dublin County Council,Catholic,,321,321
1850,SCOIL BRIDE C,Turret Road,Palmerstown,Dublin 20,Dublin,stbrigidsgns@gmail.com,016265431,Aideen O'Shea,South Dublin County Council,Catholic,329,,329
1851,Scoil Naomh Chárthaigh,College Road,Castleisland,Co. Kerry,Kerry,naomhcharthaigh@gmail.com,0667142420,Conall Kelly,Kerry County Council,Catholic,,53,53
1852,S N NAOMH PADRAIG,CILL CHAIS,CLONMEL,CO TIPPERARY,Tipperary,kilcashns18@gmail.com,0526133397,CHRISTOPHER RYAN,Tipperary (Sr) County Council,Catholic,30,25,55
1853,S N CNOC DOIRE,KNOCKERRA,KILRUSH,CO CLARE,Clare,knockerraschool.ias@gmail.com,0659052379,Trish Nugent,Clare County Council,Catholic,9,8,17
1854,S N PHADRAIG,Ballybryan,Fahy,Rhode,Offaly,ballybryanns@gmail.com,0469737365,Brian Darby,Offaly County Council,Catholic,63,61,124
1855,S N NAOMH MHUIRE,Leckaun,VIA SLIGO,,Leitrim,info@leckaunns.ie,0719164569,Joanne Gilmartin,Leitrim County Council,Catholic,14,16,30
1856,S N CAOIMHIN NAOFA,Clonlisk National School,SHINRONE,Birr,Offaly,clonlisk@gmail.com,050547421,Marion Crean,Offaly County Council,Catholic,37,30,67
1857,SCOIL NAOMH PADRAIG,Moylough,Ballinasloe,Co. Galway,Galway,moyloughprimary@gmail.com,0909679578,Aidan Doherty,Galway County Council,Catholic,87,59,146
1858,S N CNOC MIONNA,Turlaghraun,Ballymote,Co. Sligo,Sligo,office@knockminnans.ie,0719189272,Brian Henry,Sligo County Council,Catholic,22,30,52
1859,S N MHUIRE NAOFA,Rathcobican,Rhode,Co. Offaly,Offaly,info@scoilmhuirenaofa.com,0469737456,Mary Bray,Offaly County Council,Catholic,48,43,91
1860,BOOLAVOGUE N S,Boolavogue,Ferns,Co. Wexford,Wexford,principal@boolavoguens.ie,0539366998,John Somers,Wexford County Council,Catholic,51,46,97
1861,S N Iosef Naofa,Maigh Mór,An Leacht,Co. an Chláir,Clare,scoiliosef@gmail.com,0657081553,Eibhlís Mhic Gearailt,Clare County Council,Catholic,13,16,29
1862,S N PADRAIG,Lisboduff,Cootehill,Co. Cavan,Cavan,bunnoe.ns@gmail.com,0495553407,Ciara O'Reilly,Cavan County Council,Catholic,23,28,51
1863,S N CHAOIMHGHIN,Littleton,Thurles,Co. Tipperary,Tipperary,office@littletonns.ie,050444493,Noreen Delaney,Tipperary (Nr) County Council,Catholic,34,49,83
1864,S N MHUIRE,Moynalvey,Summerhill,Co. Meath,Meath,office@moynalveyns.ie,0469557416,Mícheál Brennan,Meath County Council,Catholic,73,66,139
1865,S N IOSEF NAOFA,Corville,Roscrea,Co. Tipperary,Tipperary,samanthamcmahon@corvillens.com,050521485,John Slattery,Tipperary (Nr) County Council,Catholic,147,152,299
1866,S N GREACH RATHAIN,Staghall,Belturbet,,Cavan,office@greaghrahanschool.ie,0499526502,Áine Prior,Cavan County Council,Catholic,28,41,69
1867,S N SAN NIOCLAS,NICHOLAS ST,DUNDALK,CO LOUTH,Louth,office@sannioclas.ie,0429330860,SUSAN REYBURN,Louth County Council,Church Of Ireland,71,77,148
1868,S N na hInse,Bouladuff,Thurles,Co. Tipperary,Tipperary,inchns@gmail.com,050451553,Martina Blake,Tipperary (Nr) County Council,Catholic,47,36,83
1869,Aughadreena National School,Aughadreena,Stradone,Co. Cavan,Cavan,office@aughadreenans.com,0494330549,Frances Reilly,Cavan County Council,Catholic,39,48,87
1870,S N BARRA NAOFA,Gilabbey Terrace,Cork,,Cork,stfinbarresns@gmail.com,0214314009,Susan Durcan,Cork City Council,Church Of Ireland,35,40,75
1871,S N PADRAIG NAOFA,Curtlestown,Enniskerry,Co. Wicklow,Wicklow,curtlestownns@gmail.com,35312861649,Rosie Ambrose,Wicklow County Council,Catholic,19,28,47
1872,S N FIACH,Ballinacree,Oldcastle,Co. Meath,Meath,stfiachsoffice@gmail.com,0498541913,Ciara Uí Chonduibh,Meath County Council,Catholic,46,56,102
1873,S N CUAN,Kilbaha,Kilrush,Co. Clare,Clare,office@kilbahans.ie,0659058212,Mary Lynch,Clare County Council,Catholic,9,10,19
1874,SCOIL BHREANDAIN,McAuley Road,Artane,Dublin 5,Dublin,stbrendansartane@gmail.com,018319047,Siobhán Flynn,Dublin City Council,Catholic,,136,136
1875,SN CAITRIONA GIRLS,Measc Avenue,Coolock,Dublin 5,Dublin,principal@scoilchaitrionasns.ie,018480018,Imelda Whelan,Dublin City Council,Catholic,185,,185
1876,S N CAITRIONA NAIONAIN,Measc Avenue,Coolock,Dublin 5,Dublin,principal@scinfantsp.ie,0861610671,Yvonne Whelan,Dublin City Council,Catholic,103,75,178
1877,S N MUIRE GAN SMAL,Green Lane,Carlow,,Carlow,smgscarlow.principal@gmail.com,0599142705,Zoe Uí Bhroin,Carlow County Council,Catholic,345,,345
1878,St Patrick's National School,Gilroy Avenue,Edenderry,Co.Offaly,Offaly,office@stpatricksedenderry.ie,0469731478,Ann Bracken,Offaly County Council,Catholic,70,122,192
1879,KILMACANOGUE N S,Kilmacanogue,Bray,Co. Wicklow,Wicklow,kilmacanoguens@gmail.com,012861934,Niamh Murray,Wicklow County Council,Catholic,107,97,204
1880,S N AODAIN,Hollyfield,Ballintrillick,Co. Sligo,Sligo,ballintrillickns@gmail.com,0719176665,Mary Harrison,Sligo County Council,Catholic,11,5,16
1881,S N Toinn an Tairbh,CAPPAMORE,CO LIMERICK,,Limerick,toinnatairbh.ias@gmail.com,061384055,Marguerite Ryan,Limerick County Council,Catholic,37,42,79
1882,MHUIRE FATIMA N S,Timahoe,Portlaoise,Co. Laois,Laois,timahoelaoisns@gmail.com,0578627051,Michael McEvoy,Laois County Council,Catholic,88,105,193
1883,S N CILL RUADHAIN,Nenagh,Co. Tipperary,,Tipperary,office@kilruaneschool.com,06734366,Mairead Kirby,Tipperary (Nr) County Council,Catholic,55,60,115
1884,SCOIL MHUIRE,AN CRAOSLOCH,LETTERKENNY,CO DONEGAL,Donegal,office@scoilmhuirecreeslough.ie,0749138282,John O' Doherty,Donegal County Council,Catholic,75,91,166
1885,IOSEF NAOFA,Barrack Hill,St. Bernard's Place,Fermoy,Cork,office@stjosephsfermoy.com,02532284,Geraldine Burke,Cork County Council,Catholic,43,47,90
