Sr No,School Name,School Number,School Directer,Address,City,Province,Code postal,Phone Number,Fax Number,Region,School Email,Website
1651,World Life Education Inc,665040,Lubna Zaidi,2655 South Sheridan Way Bristol Circle,Oakville,Ontario,L6H7W1,416-219-4748,,Région Centrale,ssaz@hotmail.com,www.worldlifeedu.ca
1652,WorldStrides,665374,Kiersten Teitelbaum,3280 Bloor Street West,Toronto,Ontario,M8X2X3,416-485-1200,,Région de Toronto,discoverycanada@worldstrides.com,www.worldstrides.com
1653,Xpert Private High School,669677,Parvinder Gadhok,50 Lacoste Boulevard,Brampton,Ontario,L6P3Z8,647-968-0258,,Région Centrale,info@xpertlearn.com,www.xpertlearn.com
1654,Xyna International High School,883487,NITIKA SETHI,60 GILLINGHAM DR,Brampton,Ontario,L6X0Z9,905-460-0100,844-460-0100,Région Centrale,info@xyna.ca,www.xyna.ca
1655,YIP's Collegiate School,669074,Fatima Dinani,7700 Brimley Rd,Markham,Ontario,L3R0E5,905-752-0275,905-940-8992,Région Centrale,christian@yips.com,www.yips.com
1656,YMCA Academy,666543,Tim Seabrook,15 Breadalbane Street,Toronto,Ontario,M4Y1C2,416-928-0124,,Région de Toronto,tseabrook@ymcaacademy.org,www.ymcaacademy.org
1657,Yatton Mennonite Parochial School,887625,Ruth Ann Frey,7279 Third Line 2,Wallenstein,Ontario,N0B2S0,,,Région de l’Ouest,,
1658,Yes! School Gymnasium,885145,Victoria Khodak,37 Jacob Keffer Parkway,Vaughan,Ontario,L4K5N8,416-997-8585,,Région Centrale,info@yesschool.ca,
1659,Yeshiva Bnei Zion of Toronto,882755,Tzvi N. Reiger,44 Champlain Blvd.,Toronto,Ontario,M3H2Z1,416-633-6332,416-633-6704,Région Centrale,office@bobov.ca,
1660,Yeshiva Darchei Torah Private High Schoo,665282,DAVID SONENBERG,18 Champlain Blvd,Toronto,Ontario,M3H2Z1,416-782-7974,416-782-7811,Région Centrale,breitowitz@darchei.ca,
1661,Yeshiva Gedolah of Toronto,884928,Brian Israel,567 Lawrence Ave W,Toronto,Ontario,M6A1A4,416-789-7153,416-789-3797,Région de Toronto,adam9kids@gmail.com,
1662,Yeshiva Torah Temimah,665957,Pat Cubellis,3199 BATHURST STREET,TORONTO,Ontario,M6A2B2,647-562-7655,,Région de Toronto,menashemanasseh@gmail.com,
1663,Yeshiva Yesodei Hatorah,887633,Asher Bornstein,77 Glen Rush Blvd,Toronto,Ontario,M5N2T8,416-787-1101,416-787-9044,Région de Toronto,bsepton@yesodeihatorah.ca,
1664,Yeshivas Nachalas ZVI,884952,Nathan Birnbaum,475 Lawrence Ave W,Toronto,Ontario,M5M1C6,416-782-8912,416-782-8517,Région de Toronto,ynzvitoronto@gmail.com,
1665,Yeshivas Nefesh Dovid,666122,Kenneth Kakon,483 Lawrence Avenue West Ave,Toronto,Ontario,M5M1C6,416-630-6220,416-783-8239,Région de Toronto,kakon@nefeshdovid.com,www.nefeshdovid.com
1666,York High School,888280,Wayne Huang,275 Don Park Road,Markham,Ontario,L3R1C2,416-733-8888,905-946-1616,Région Centrale,info@yorkhighschool.ca,www.yorkhighschool.ca
1667,Yorkland High School,884012,Monica Francis,3840 Finch Ave East,Toronto,Ontario,M1T3T4,416-773-0005,416-773-0001,Région de l’Est,info@yorklandhighschool.com,www.yorklandhighschool.com
1668,Yorkville School - Richmond Hill,883302,Christian Bayly,650 Hwy 7 East,Richmond Hill,Ontario,L4B2N7,416-817-2852,,Région de l’Est,info@yorkvilledu.com,
1669,Z3 Education Centre,884778,Zia Ahmed,1200 Markham M1H 3C3,Scarborough,Ontario,M1H2Y9,416-553-2999,,Région de l’Est,z3edu.centre@gmail.com,z3education.com
1670,Zest for Learning,881863,Karlin Lalonde,471 IVY LANE,Victoria Harbour,Ontario,L0K2A0,705-527-3354,,Région Centrale,karlinlalonde@hotmail.com,
1671,Zhingwaako Za'iganing School,663735,Charmaleta Reid,Lac La Croix First Nation,Lac La Croix,Ontario,P9A3M9,807-485-2402,807-485-2558,Région du Nord,robmitchelloct@gmail.com,
1672,Zoe Christian Academy,669838,Michael Shpikula,299 McFadden Road,Apsley,Ontario,K0L1A0,705-656-1510,705-656-1510,Région de l’Est,acczca@nexicom.net,
1673,uStudy Learning Center,884310,Kalpana Pushpaharan,45 Karachi Drive,Markham,Ontario,L3S0B5,905-554-6667,,Région Centrale,ustudy@hotmail.ca,http://www.ustudylearning.ca
1674,École Internationale Kanata,668462,Rafik Bourezak,"105 Schneider Rd Unit 114, Kanata",Kanata,Ontario,K2K1Y3,613-262-1822,,Région de l’Est,info@ecoleinternationalekanata.ca,
1675,École Louis Legrand,884656,Sawssan Alayche,1480 Sandhill Drive,Ancaster,Ontario,L9G4V5,877-624-9631,,Région de l’Ouest,info@louislegrand.ca,www.louislegrand.ca
1676,École Montessori,668404,Tahirah Brown,"1367 1367 Altona Road Pickering, ON L1V 1M",Pickering,Ontario,L1W1T8,416-906-3846,,Région de l’Est,info@ecole-montessori.ca,www.ecole-montessori.ca
1677,École Notre-Dame du Mont Carmel,882721,Sylvie LeVasseur,,,,,,,Région de l’Est,,
1678,École Sainte-Marie Mère de Dieu,889485,Francis Ubertelli,20 Fairmont Ave,Ottawa,Ontario,K1Y2K2,613-371-8497,,Région de l’Est,directeur@smmd.ca,https://smmd.ca
1679,École Virtuelle Canadienne Inter-nations,882009,Élie Fotsing Sighano,959 Coyston drive,Oshawa/Durham,Ontario,L1K3C6,437-433-6700,,Région de l’Est,info@ecolecanadienne-internations.com,https://www.ecolecanadienne-internations.com
1680,École lbn Batouta,667293,Abdillahi Abdi Ahmed,6479 Russell Road,Ottawa,Ontario,K0A1K0,613-730-6396,613-730-7751,Région de l’Est,abdillahiojor@hotmail.com,"www.eibschool,ca"
1681,3sixty Education,882408,Sangeeta Kumar,141 Brunel Rd,Mississauga,Ontario,L4Z1X3,647-494-4340,647-494-4341,Central Region,sangeetakumar@3sixtyeducation.ca,www.3sixtyeducation.ca
1682,A R S Armenian Private School,880655,Raffi Sarkissian,50 Hallcrown Place,Toronto,Ontario,M2J1P7,416-491-2675,416-491-8559,Central Region,office@arsdayschool.ca,www.arsarmenianschool.ca
1683,A+ Academy of Advancement,885186,Bushra Shahrin,69 Lebovic Ave,Scarborough,Ontario,M1L0H2,416-857-1654,416-907-3300,East Region,info@aplusacademy.ca,www.aplusacademy.ca
1684,ABC Montessori Private School,877417,Raj Vekaria,305 Matheson Boulevard East,Mississauga,Ontario,L4Z1X8,905-568-8989,905-568-0958,Central Region,contactus@abcmontessori.com,http://www.abcmontessori.com
1685,ADRABA,885298,Dan Aviv,750 Spadina Ave,Toronto,Ontario,M5S2J2,437-777-2372,,Toronto Region,info@adraba.ca,www.adraba.ca
1686,AIM KW School,886708,Chantelle Aguilar,145 Lincoln Road,Waterloo,Ontario,N2J2N8,519-208-7300,519-208-7301,West Region,office@aimkwschool.com,www.aimkwschool.com
1687,AIM Montessori Academy,668974,Keturah White,3515 King st.,Inglewood,Ontario,L7C0T6,905-716-7627,,Central Region,misswhiteataim@gmail.com,
1688,AIM Montessori Academy Inc.,886226,Keturah White,3515 King St.,Inglewood,Ontario,L7C0T6,905-716-7627,,Central Region,misswhiteataim@gmail.com,
1689,AIM Without Limits (AWL),669075,Suki Choi,121 Granton Dr.,Richmond Hill,Ontario,L4B3N4,905-604-8226,,Central Region,info@autisminmind.org,www.autisminmind.org
1690,AIMS PLUS High School,886199,Renubala Sharma,284 Queen Street East,Brampton,Ontario,L6V1C2,905-497-2114,,Central Region,Info@aimsplus.ca,www.aimsplus.ca
1691,AIS Elementary School (Aurora Internatio,668692,Dianna Jiang,250 Ferrier Street,Markham,Ontario,L3R2Z5,416-878-1396,,Central Region,diannaj@CanadaAIS.ca,
1692,AIS School,669799,Dianna Jiang,3190 Steeles Avenue,Markham,Ontario,L3R1G9,905-868-9559,905-868-9559,Central Region,info@canadaais.ca,www.canadaais.ca
1693,AL-Manarat Islamic School,666320,Junaid Ali,2550 Argentia Road,Mississauga,Ontario,L5N5R1,905-997-0260,,Central Region,info@almanaratheights.com,www.almanaratheights.com
1694,ALDERWOOD ACADEMY,889552,Izabela Podgajna,999 LAKESHORE RD EAST,MISSISSAUGA,Ontario,L5E1E5,647-855-5999,,West Region,izabelapodgajna@gmail.com,
1695,ALIF Canada,882622,Aejaz Patel,505 Ellesmere Road,Toronto,Ontario,M1R4E5,416-438-4141,416-439-6181,East Region,info@alifedu.ca,www.alifedu.ca
1696,AM International Private Schools and Childcare,883234,Sehrish Memon,450 Huntington Ridge Dr,Mississauga,Ontario,L5R0A9,647-786-8809,,Central Region,sehrishm@amschoolcanada.org,www.amschoolcanada.org
1697,ARC Studio School,888147,Megan Lelli,24 Sandridge Rd,Ottawa,Ontario,K1K0A8,,,East Region,info@arcstudioschool.ca,www.arcstudioschool.ca
1698,ASIM'SCHOOL,881644,Sima Shahid,421 Nugget Avenue,Toronto,Ontario,M1S4L8,647-693-9313,,Central Region,info@asimschool.ca,www.asimschool.ca
1699,ASK Online Canada,668910,Sheileen Krone,42 Birchard Boulevard,Mt. Albert,Ontario,L0G1M0,416-735-5547,,Central Region,sheileen2007@hotmail.com,www.askonlinecanada.ca
1700,AVRO Academy,667321,Efrat Shapir,1640A Avenue Road,Toronto,Ontario,M5M3X9,647-352-6060,,Toronto Region,learn@avroacademy.com,www.avroacademy.com
1701,Abacus Montessori & Private School,669111,Jayanthi Rajagopalan,2723 ST. CLAIR EAST AVE.,EAST YORK,Ontario,M4B1M8,416-285-0110,416-494-4650,Toronto Region,info@abacusmontessori.ca,www.abacusmontessori.ca
1702,"Abelard Centre for Education, The",877808,Mark Young,557 Church Street,Toronto,Ontario,M4Y2E2,416-944-0661,416-944-8902,Toronto Region,info@abelardschool.org,http://www.abelardschool.org/
1703,Above and Beyond Learning Experience Inc,665161,Michelle White,7810 ON 89,Alliston,Ontario,L9R1V5,905-796-2253,844-320-4838,Central Region,able_info@ablearning.org,www.ablearning.org
1704,Abraar,878987,Ahmed Alroz,1085 Grenon Ave,Ottawa,Ontario,K2B8L7,613-820-0044,613-820-1495,East Region,aalroz@abraarschool.com,http://www.abraarschool.com
1705,Abraar School - Elementary,889470,Mohammed Saleem,70 Fieldrow Street,Ottawa,Ontario,K2G2Y7,613-226-1396,613-226-2745,East Region,eprincipal@abraarschool.com,www.abraarschool.com
1706,Abu Huraira Center Academy,886295,Deqa Farah,270 Yorkland Boulevard,Toronto,Ontario,M2J5C9,647-509-2422,,Central Region,principal@abuhuraira.org,http://ahcacademy.com/
1707,Acacia International High School,668358,Ana Mohamed,235 Dixon Road,Etobicoke,Ontario,M9P2M5,416-712-8864,,Central Region,anodsmohamed@gmail.com,www.acischool.ca
1708,Academia Stella Maris,884149,Stephanie Montojo,45 des Benevoles Street,Limoges,Ontario,K0A2M0,343-883-6600,,East Region,info@academiastellamaris.ca,www.academiastellamaris.ca
1709,Academy Of Rainbows,667046,Malaika Adams,32 Hasanville Lane,Barrys Bay,Ontario,K0J1B0,416-559-5044,,East Region,ambermiller1324@gmail.com,
1710,"Academy for Gifted Children, The (PACE)",876330,Janice Gruchy,12 Bond Cres,Richmond Hill,Ontario,L4E3K2,905-773-0997,905-773-4722,Central Region,jgruchy@pace.ca,http://www.pace.ca
1711,Academy of CISAF,883572,Steven Hua,2 Duncan Mill Rd,North York,Ontario,M3B1Z4,416-828-9078,,Toronto Region,steven@eaglemountainhighschool.com,
1712,Academy of Enlightened Minds,883776,Adrian Kremblewski,345 Sorauren Ave,Toronto,Ontario,M6R2G5,416-531-6463,,Toronto Region,info@academyofenlightenedminds.com,
1713,Academy of Excellence,883027,Giti Fatemi,,,,,,,Central Region,,
1714,Academy of Math and English,668977,Jeff McNair,5101 Dundas Street West St,ETOBICOKE,Ontario,M9A5G8,416-242-9410,647-342-4034,Central Region,info@mathandenglish.com,www.mathandenglish.com
1715,Academy of New Echo Education,668797,Di Chang,2716 Victoria Park Avenue,North York,Ontario,M2J4A7,647-346-3091,,East Region,info@aedcedu.com,www.newechoedu.com
1716,Academy of Scholars Inc.,668083,Zannatul Hasib Moiet,1 Greystone Walk Dr.,Scarborough,Ontario,M1K5J3,647-997-6108,,East Region,masum3.mustafa@gmail.com,https://academyofsinc.ca/
1717,Académie Providence Soeurs Antonines,666548,Félicité Daou,998 Frances rue,Ottawa,Ontario,K1K3L5,613-744-8489,613-744-6762,East Region,admin@academieprovidence.ca,www.academieprovidence.ca
1718,Académie Ste Cécile International,876275,Samantha Morin,925 Cousineau Rd,Windsor,Ontario,N9G1V8,519-969-1291,519-969-7953,West Region,info@stececile.ca,http://www.academiestececile.ca
1719,Académie de la Capitale,878731,Lucie Lalonde,3448 Richmond Road,Ottawa,Ontario,K2H8H7,613-721-3872,613-721-8189,East Region,info@acadecap.org,http://www.acadecap.org
1720,Ace Acumen Heights,884091,Yifan Li,1440 Don Mills Road,Toronto,Ontario,M3B3M1,416-756-7227,,Central Region,francisco.guevara@canadaacumen.ca,www.aahs.ca
1721,Ace Acumen Heights - Peel Campus,668878,John Jun Wu,21 Coventry Road,Brampton,Ontario,L6T4V7,416-756-7227,,Central Region,francisco.guevara@canadaacumen.ca,www.aahs.ca
1722,Acheron College (Beaver Creek/Fenbrook),884408,Michael Gallagher,2000 Beaver Creek Drive,Gravenhurst,Ontario,P1P1W9,705-687-1736,705-687-1841,Central Region,richard.johnson@csc-scc.gc.ca,
1723,Acheron College (Collins Bay),880977,Rod LeBlanc,1455 Bath Road,Kingston,Ontario,K7L4V9,613-536-6295,613-536-4023,East Region,Rod.leblanc@csc-scc.gc.ca,
1724,Acheron College (Grand Valley),669520,Peter Stuart,1575 Homer Watson Blvd.,Kitchener,Ontario,N2P2C5,519-895-8277,519-895-8230,West Region,peter.stuart@csc-scc.gc.ca,
1725,Acheron College (Joyceville/Pittsburgh),881692,Kevin MacInnis,3766 HWY 15 Joyceville,Kingston,Ontario,K0H1Y0,613-536-6598,613-536-6694,East Region,,
1726,Acheron College (Millhaven/Bath),667407,Kevin MacInnis,5775 Bath Road,Bath,Ontario,K0H1G0,613-351-8175,613-351-8374,East Region,,
1727,Acheron College (Warkworth),881407,Amanda Jane Oddie,15847 County Road 29,Warkworth,Ontario,K0K3K0,705-924-8069,705-924-8292,East Region,gen-ont-wi-school@csc-scc.gc.ca,
1728,Across and Vertical Academy,665799,Gordon Ng,10 Rouge Valley Dr W,Markham,Ontario,L6G0G9,647-551-3654,,Central Region,gordon@acrossandvertical.com,
1729,Acton Academy Lanark,884888,Ipshita Rafique,152 Church Street,Smiths Falls,Ontario,K7A4S7,613-255-3557,,East Region,ipshi@actonacademylanark.ca,www.actonacademylanark.ca
1730,Acton Academy Mississauga,665734,Sabrina Anzini,295 Queen Street South,Streetsville,Ontario,L5M1L9,647-522-1064,,Central Region,Hello@actonacademymississauga.org,https://www.actonacademymississauga.org/
1731,Acton Academy Sault Ste Marie,886411,Nigel Roedde,753 McNabb St,Sault Ste Marie,Ontario,P6B0A3,289-400-6496,,North Region,info@actonsaultstemarie.com,www.actonsaultstemarie.com
1732,Addae Cares Private Academy,884602,Shantel Gray,7 Queen Street West,Elmvale,Ontario,L0L1P0,647-533-5143,,Central Region,corporate@addaecares.com,www.addaecares.com
1733,Adelfiha's Christian Academy,877514,Joanna Baxter,4340 Dufferin St,Toronto,Ontario,M3H5R9,416-633-5440,416-630-2547,Central Region,jannalyn.baxter@gmail.com,www.adelfiha.ca
1734,Adults in Motion Private School,663832,Leeann Pine,48 Syrette Lake Rd,Garden River,Ontario,P6A5K9,705-946-3933,705-946-0410,North Region,adultsinmotion@gardenriver.ca,
1735,Advanced Christian Academy,877395,David Loganathan,1100 Bellamy Rd N,Toronto,Ontario,M1H1H2,416-439-7008,,East Region,threefishes7@gmail.com,www.threefishes.org
1736,Advanced Knowledge Academy,667410,Junhyung Park,92 Croteau Crescent,Thornhill,Ontario,L4J5S4,416-399-8003,,Central Region,info@advancedknowledgeacademy.com,www.advancedknowledgeacademy.com
1737,Adventist Christian Elementary School,665717,Kimberley Chute,805 SHELBORNE ST,London,Ontario,N5Z5C6,519-601-2277,519-453-9419,West Region,PRINCIPAL@ACESLONDON.CA,www.aceslondon.ca
1738,Afzal Islamic Montessori & Academy,667455,Mohammed Ansari,188 Shorting Road,Scarborough,Ontario,M1S3S7,416-286-0110,,East Region,afzalacademy@gmail.com,www.afzalacademy.ca
1739,Agate Private School,875546,Gayle Hanlon,43 Chaplin Ave,St. Catharines,Ontario,L2R2E4,289-968-9781,,West Region,info@learnfree.ca,www.learnfree.ca
1740,Agile Preparatory Academy,883112,Yue Dong,52 Church Street,Toronto,Ontario,M5C2B5,416-936-8787,,Central Region,info@agileprep.ca,www.agileprep.ca
1741,Agincourt International Academy,883230,Samy Appadurai,"80 Nashdene Ave, Building F",Scarborough,Ontario,M1V5E4,416-701-1763,416-701-9542,East Region,guidance@aia.school,aia.school
1742,Agincourt Montessori School Inc,878456,Kiera Thompson,2575 Midland Ave,Toronto,Ontario,M1S1R3,416-291-0726,,East Region,agincourtmontessori@gmail.com,www.agincourtmontessori.com
1743,Aglace Chapman Education Centre,663689,"Helen Garvin, Jason Robinson",,Big Trout Lake,Ontario,P0V1G0,807-537-2264,807-537-1067,North Region,,
1744,Agora Prep Academy,665293,Sylvia Martignani,126 Wellington St. W,Aurora,Ontario,L4G2N9,888-524-6725,,Central Region,info@agoraprep.com,www.agoraprep.com
1745,Ahlul Bayt Islamic School,665991,Fatima Assaf,3025 Albion Rd North RD,Ottawa,Ontario,K1V9V9,613-526-0774,613-526-1941,East Region,info@abischool.com,www.abischool.com
1746,Ahmadiyya Elementary School,883477,Reema Malik,1194 Matheson Blvd East,Mississauga,Ontario,L4W1R2,416-477-2226,905-832-3220,Central Region,admin@ahmadiyyaschool.ca,
1747,Ahmadiyya Muslim Elementary School (AMES) Barrie,669605,Muhammad Sethi,4th Line,Cookstown,Ontario,L0L1L0,647-784-4960,,Central Region,admin_amesb@ahmadiyyaschool.ca,https://barrie.ahmadiyyaschool.ca/
1748,Aishah Siddiqah Academy,665328,Jeenat Ara,1480 Janette Ave,Windsor,Ontario,N8X1Z4,437-781-5771,,West Region,asacademy@iaw-ca.com,http://iaw-ca.com/education/for-sisters/asa-academic-school/
1749,Al Azhar Islamic School,877760,Yussria Rahman,100 McLevin Ave,Scarborough,Ontario,M1B5K1,416-321-9636,416-321-2426,East Region,alazharins@gmail.com,
1750,Al Furqan School,881297,Heba Rushdan,2825 DuMaurier Avenue,Ottawa,Ontario,K2B7W3,613-680-7261,613-820-1495,East Region,admin.ft@alfurqan.ca,www.alfurqan.ca
1751,Al Haadi (9828770 Canada Institute),883124,Sayyid Ali Imran,690 Progress Avenue,Scarborough,Ontario,M1H3A6,416-628-6252,,East Region,info@alhaadi.ca,www.alhaadi.ca
1752,Al Haadi Academy,666537,Majida Saab,120 Bermondsey Rd,Toronto,Ontario,M4A1X5,416-562-4950,,Toronto Region,majidashouaib@gmail.com,alhaadiacademy.ca
1753,Al Huda Elementary School,669831,Imran Haq,"1135 Central Parkway, West",Mississauga,Ontario,L5C3J2,905-270-2437,,Central Region,info@alhudaelementary.ca,alhudaelementary.ca
1754,Al Khayr Academy,667635,Fayaz Ahmed,270 Windsor St,Thunder Bay,Ontario,P7B1V6,866-298-2672,,Toronto Region,alkhayracademy@tbmsb.ca,www.tbmsb.ca
1755,Al Salam Islamic School,885404,Soheila Sharifi,160 Salvation Rd,Brampton,Ontario,L7A0W7,416-894-3037,,Central Region,masjidalsalamschool@gmail.com,
1756,Al-Ameen Elementary School,884792,Mohammed Ilyas,389 Main Street North,Brampton,Ontario,L6X3P1,905-866-6555,905-866-6550,Central Region,ilyas@al-ameenschool.com,www.al-ameenschool.com
1757,Al-Azhar Academy of Canada,887920,Al-Saeed Mohammad,2074 Kipling Ave,Etobicoke,Ontario,M9W4J4,416-741-3420,416-741-5143,Central Region,academy.azhar@gmail.com,www.alazhar.ca
1758,Al-Falah Islamic,878472,Wajiha Jamali,391 Burnhamthorpe Rd E,Oakville,Ontario,L6H7B4,905-257-5782,,Central Region,office@al-falah.org,www.alfalahschool.ca
1759,Al-Hidayah Academy,667583,Shua Amari,65 Rexdale Blvd,Toronto,Ontario,M9W1P1,416-745-3871,416-745-6722,Central Region,amaari55@hotmail.com,www.alhidayah.ca
1760,Al-Hijra,878090,Waheeda Khan,5100 Howard Ave,Old Castle,Ontario,N9H0M3,519-966-8276,519-966-0846,West Region,principal@alhijraacademy.com,www.alhijraacademy.com
1761,Al-Ikhlaas Foundation School,886011,Asha Mohamed,2050 KIPLING AVE,Etobicoke,Ontario,M9W4J9,647-829-9631,,Central Region,alikhlaasfoundationschool@hotmail.com,
1762,Al-Iman School,876585,Syyed Ali,12 Beech Street,Brampton,Ontario,L6V1V1,905-799-9231,,Central Region,islamicprivate1@gmail.com,www.alimanschool.ca
1763,Al-Madrasah Al-Inamiyyah Private School,876003,Abdul Khan,3665 Lawrence Avenue East,Scarborough,Ontario,M1G1P7,416-298-4008,905-686-4428,East Region,mariyahschool@yahoo.com,
1764,Al-Mahdi Learning Institute,669809,Zeinab Saleh,8333 Willoughby Drive,Niagara Falls,Ontario,L2G6X4,905-325-1400,,West Region,info@almahdilearninginstitute.ca,info@almahdilearninginstitute.ca
