Sr No,SchoolName,SchoolType,SchoolURL,States,Email,Numbers,SchoolSector
3785,St Mary MacKillop College,Sec,http://www.smmc.vic.edu.au,VIC,office@mackillopsh.vic.edu.au,"(03) 5032 1885, (03) 5032 9771",NG
3786,St Mary MacKillop College,Pri/Sec,http://www.mackillop.wa.edu.au,WA,admin@mackillop.wa.edu.au,08 9752 7400,NG
3787,St Mary MacKillop Primary School,Prim,http://www.mmkeilordowns.catholic.edu.au,VIC,"office@mmkeilordowns.catholic.edu.au, principal@mmkeilordowns.catholic.edu.au","03 9367 1642, 03 9367 6199",NG
3788,St Mary Magdalene's School,Prim,http://www.smm.catholic.edu.au/,SA,info@smm.catholic.edu.au,"0437 609 630, 08 8287 7900, 112 08 8287 7900",NG
3789,St Mary of the Angels Primary School,Prim,http://www.stmarysguyra.catholic.edu.au,NSW,guyadmin@arm.catholic.edu.au,(02) 6779 1661,NG
3790,St Mary of the Cross Catholic Primary School,Prim,http://www.smocptcook.catholic.edu.au,VIC,office@smocptcook.catholic.edu.au,03 8376 5400,NG
3791,St Mary Star of the Sea College,Pri/Sec,http://www.smsc.wa.edu.au,WA,admin@smsc.wa.edu.au,,NG
3792,St Mary's Anglican Girls' School,Pri/Sec,http://www.stmarys.wa.edu.au,WA,stmarys@stmarys.wa.edu.au,"(08) 9341 9111, 018 (08) 9341 9111",NG
3793,St Mary's Cathedral College,Pri/Sec,https://smccsydney.syd.catholic.edu.au,NSW,"info@smccsydney.catholic.edu.au, info@stmaryscathedral.org.au","(02) 9235 0500, 02 9220 0400, 1987-1992",NG
3794,St Mary's Catholic College,Sec,http://gatesheadsm.catholic.edu.au,NSW,admin@gatesheadsm.catholic.edu.au,"(02) 4944 4800, 290 (02) 4944 4800",NG
3795,St Mary's Catholic College,Sec,http://www.cashlism.catholic.edu.au,NSW,smhcas@lism.catholic.edu.au,"02 6662 2255, 02 6662 2255 122",NG
3796,St Mary's Catholic Primary School,Prim,http://www.stmarysbnby.wa.edu.au,WA,admin@stmarysbnby.wa.edu.au,"(08) 9726 7500, (08) 9791 3219, 2025 100",NG
3797,St Mary's Catholic Primary School,Prim,http://www.stmarysbundaberg.qld.edu.au,QLD,smbg@rok.catholic.edu.au,"(07) 4152 2167, 07 4152 2167",NG
3798,St Mary's Catholic Primary School,Prim,http://www.smmdbb.catholic.edu.au,NSW,smm@dbb.catholic.edu.au,(02) 7256 2135,NG
3799,St Mary's Catholic Primary School,Prim,http://www.smtdbb.catholic.edu.au,NSW,smt@dbb.catholic.edu.au,(02) 7256 2143,NG
3800,St Mary's Catholic Primary School,Prim,https://stmerskineville.syd.catholic.edu.au,NSW,"admin@stmaryserskineville.org.au, info@stmerskineville.catholic.edu.au","(02) 9516 3542, (02) 9557 3359, 043 (02) 9557 3359",NG
3801,St Mary's Catholic Primary School,Prim,https://stmgeorgeshall.syd.catholic.edu.au,NSW,info@stmgeorgeshall.catholic.edu.au,"(02) 9727 0000, 198 (02) 9727 0000",NG
3802,St Mary's Catholic Primary School,Prim,https://stmconcord.syd.catholic.edu.au,NSW,"info@stmconcord.catholic.edu.au, parish@stmarysconcord.org.au","(02) 9744 0260, (02) 9747 4210, 137 (02) 9744 0260",NG
3803,St Mary's Catholic Primary School,Prim,http://www.stmarysnt.catholic.edu.au/,NT,admin.stmarys@nt.catholic.edu.au,(08) 8981 9796,NG
3804,St Mary's Catholic Primary School Dubbo,Prim,http://www.stmarysdubbo.catholic.edu.au,NSW,l.wilson4@bth.catholic.edu.au,02 6882 4790,NG
3805,St Mary's Catholic Primary School Orange,Prim,http://www.stmarysorange.catholic.edu.au/,NSW,stmarysorange@bth.catholic.edu.au,02 6362 7926,NG
3806,St Mary's Catholic School Wellington,Pri/Sec,https://www.stmaryswellington.catholic.edu.au/,NSW,stmaryswellington@bth.catholic.edu.au,02 6845 1822,NG
3807,St Mary's College,Sec,http://www.stmaryscollege.nsw.edu.au/,NSW,smcreception@arm.catholic.edu.au,(02) 6742 2124,NG
3808,St Mary's College,Pri/Sec,http://www.stmaryscollege.com/,QLD,reception@stmaryscollege.com,"(07) 4631 7333, 07 4631 7333",NG
3809,St Mary's College,Pri/Sec,http://www.smseymour.catholic.edu.au,VIC,office@smseymour.catholic.edu.au,"03 5792 2611, 03 5792 4091",NG
3810,St Marys District School,Pri/Sec,https://stmarysdistrict.education.tas.edu.au/,TAS,st.marys.district.school@education.tas.gov.au,03 6372 3900,Gov
3811,St Marys North Public School,Prim,https://stmarysnth-p.schools.nsw.gov.au,NSW,stmarysnth-p.school@det.nsw.edu.au,02 9623 1443,Gov
3812,St Mary's Primary School,Prim,https://www.smcoww.catholic.edu.au/,NSW,"mail@gemini-theme.com, smco-info@ww.catholic.edu.au","(02) 6033 1183, 001 0231 123, 02 6033 1183",NG
3813,St Mary's Primary School,Prim,http://stmarysarmidale.catholic.edu.au/,NSW,smaadmin@arm.catholic.edu.au,(02) 6772 4441,NG
3814,St Mary's Primary School,Prim,https://www.grafplism.catholic.edu.au/,NSW,grafp@lism.catholic.edu.au,"02 6642 2262, 02 6642 2262 171",NG
3815,St Mary's Primary School,Prim,http://www.casplism.catholic.edu.au,NSW,casp@lism.catholic.edu.au,02 6662 2566,NG
3816,St Mary's Primary School,Prim,http://www.stmarysbellingen.nsw.edu.au/,NSW,bellp@lism.catholic.edu.au,02 6655 1432,NG
3817,St Mary's Primary School,Prim,http://www.bwpplism.catholic.edu.au,NSW,bwpp@lism.catholic.edu.au,02 65647369,NG
3818,St Mary's Primary School,Prim,http://warnersbay.catholic.edu.au,NSW,admin@warnersbay.catholic.edu.au,4948 8770,NG
3819,St Mary's Primary School,Prim,http://www.stmarysyoung.nsw.edu.au,NSW,stmarysy@cg.catholic.edu.au,"02 6382 5844, 60 675 797 734",NG
3820,St Mary's Primary School,Prim,http://www.stmarysbatlow.nsw.edu.au,NSW,office.stmarysbatlow@cg.catholic.edu.au,"02 6949 1270, 60 675 797 734",NG
3821,St Mary's Primary School,Prim,http://www.stmkalg.wa.edu.au,WA,admin@stmkalg.wa.edu.au,430 08 90920900,NG
3822,St Mary's Primary School,Prim,http://www.stmarysale.catholic.edu.au,VIC,principal@stmarysale.catholic.edu.au,03 5144 1780,NG
3823,St Marys Public School,Prim,https://stmarys-p.schools.nsw.gov.au,NSW,stmarys-p.school@det.nsw.edu.au,"02 9623 1968, 2018 2019 2020, 2021 2022 2023, 2022 2023",Gov
3824,St Mary's School,Prim,https://www.twb.catholic.edu.au/our-schools/primary-schools/charleville/st-marys-primary-school/,QLD,"charleville@twb.catholic.edu.au, enquiries@twb.catholic.edu.au","07 4637 1400, 07 4654 1638",NG
3825,St Mary's School,Pri/Sec,http://www.goondiwindi.catholic.edu.au,QLD,goondiwindi@twb.catholic.edu.au,07 4671 1730,NG
3826,St Mary's School,Prim,https://www.smwarwick.catholic.edu.au/,QLD,smwarwick@twb.catholic.edu.au,07 4661 1872,NG
3827,St Mary's School,Prim,http://www.smdonald.catholic.edu.au,VIC,principal@smdonald.catholic.edu.au,"(03) 5497 1116, 0418 701 650",NG
3828,St Mary's School,Prim,http://www.smlancefield.catholic.edu.au,VIC,office@smlancefield.catholic.edu.au,(03) 5429 1359,NG
3829,St Mary's School,Prim,http://www.smrutherglen.catholic.edu.au,VIC,principal@smrutherglen.catholic.edu.au,(02) 6032 9284,NG
3830,St Mary's School,Prim,http://www.smcastlemaine.catholic.edu.au,VIC,principal@smcastlemaine.catholic.edu.au,354722270,NG
3831,St Mary's School,Prim,http://www.smwarracknabeal.catholic.edu.au,VIC,principal@smwarracknabeal.catholic.edu.au,393 (03) 53982001,NG
3832,St Mary's School,Prim,http://www.smechuca.catholic.edu.au,VIC,info@smechuca.catholic.edu.au,"(03) 5482 1342, 0436 819 832",NG
3833,St Mary's School,Prim,http://www.smgeelong.catholic.edu.au,VIC,admin@smgeelong.catholic.edu.au,03 52299453,NG
3834,St Mary's School,Prim,http://www.smmansfield.catholic.edu.au,VIC,office@smmansfield.catholic.edu.au,"(03) 5775 2670, 03 5775 2670",NG
3835,St Mary's School,Prim,http://www.smstkildaeast.catholic.edu.au,VIC,admin@smstkildaeast.catholic.edu.au,"0395107420, 183 (03) 9510 7420",NG
3836,St Mary's School,Prim,http://www.smsealake.catholic.edu.au,VIC,principal@smsealake.catholic.edu.au,03 5070 1272,NG
3837,St Mary's School,Pri/Sec,http://www.smrobinvale.catholic.edu.au,VIC,principal@smrobinvale.catholic.edu.au,03 5026 3483,NG
3838,St Mary's School,Prim,http://www.smrushworth.catholic.edu.au,VIC,principal@smrushworth.catholic.edu.au,"(03) 5856 1347, 58532777",NG
3839,St Mary's School,Prim,http://www.smgreensborough.catholic.edu.au,VIC,principal@smgreensborough.catholic.edu.au,(03) 9433 4000,NG
3840,St Mary's School,Prim,http://www.smmooroopna.catholic.edu.au,VIC,office@smmooroopna.catholic.edu.au,03 5825 2858,NG
3841,St Mary's School,Prim,http://www.smaltona.catholic.edu.au,VIC,principal@smaltona.catholic.edu.au,93984842,NG
3842,St Mary's School,Prim,http://www.smalexandra.catholic.edu.au,VIC,principal@smalexandra.catholic.edu.au,(03) 5772 1500,NG
3843,St Mary's School,Prim,http://www.smmalverneast.catholic.edu.au,VIC,office@smmalverneast.catholic.edu.au,"(03) 9563 5808, (03) 9571 1358",NG
3844,St Mary's School,Prim,http://www.smswanhill.catholic.edu.au,VIC,office@smswanhill.catholic.edu.au,(03) 5033 2541,NG
3845,St Mary's School,Prim,http://www.smhastings.catholic.edu.au,VIC,office@smhastings.catholic.edu.au,03 5979 1959,NG
3846,St Mary's School,Prim,http://www.smmyrtleford.catholic.edu.au,VIC,contact@smmyrtleford.catholic.edu.au,(03) 5752 1808,NG
3847,St Mary's School,Prim,http://www.smthornbury.catholic.edu.au,VIC,school@smthornbury.catholic.edu.au,"9484 0972, 9484 5333",NG
3848,St Mary's School,Prim,http://www.smascotvale.catholic.edu.au/,VIC,administration@smascotvale.catholic.edu.au,9370 1194,NG
3849,St Mary's School,Prim,http://www.smcolac.catholic.edu.au,VIC,office@smcolac.catholic.edu.au,"03 5231 3480, 03 5231 3640",NG
3850,St Mary's School,Prim,http://www.smwhittlesea.catholic.edu.au,VIC,info@smwhittlesea.catholic.edu.au,"(03) 9714 9999, 03 9714 9999",NG
3851,St Mary's School,Prim,http://www.smmountevelyn.catholic.edu.au,VIC,"enquiry@smmountevelyn.catholic.edu.au, mountevelyn@cam.org.au, stmarysmtevelyn@theircare.com.au","(03) 9736-2219, (03) 9736-2850, (03) 9736-3285, 0417-100-089",NG
3852,St Mary's School,Prim,http://www.stmarysmerredin.wa.edu.au,WA,admin@stmarysmerredin.wa.edu.au,(08) 9041 1907,NG
3853,St Mary's School,Prim,http://www.smsn.wa.edu.au,WA,admin@smsn.wa.edu.au,138 (08) 9996 7100,NG
3854,St Marys Senior High School,Sec,https://stmaryssen-h.schools.nsw.gov.au,NSW,stmaryssen-h.school@det.nsw.edu.au,02 9623 8333,Gov
3855,St Marys South Public School,Prim,https://stmarysth-p.schools.nsw.gov.au,NSW,stmarysth-p.school@det.nsw.edu.au,"02 9623 1745, 0402 646 626, 9623 1745",Gov
3856,St Mary's Star of the Sea Catholic Primary School,Prim,http://www.sosmdow.catholic.edu.au/,NSW,info@sosmdow.catholic.edu.au,(02) 4455 2328,NG
3857,St Mary's Star of the Sea Catholic Primary School,Prim,https://stmsshurstville.syd.catholic.edu.au,NSW,"info@stmsshurstville.catholic.edu.au, office@stmichaelshurst.org.au","(02) 9587 2166, (02) 9587 2358, 220 (02) 9587 2358",NG
3858,St Matthews Catholic School Mudgee,Pri/Sec,http://www.stmattsmudgee.catholic.edu.au,NSW,stmattsmudgee@bth.catholic.edu.au,6372 1742,NG
3859,St Mel's Catholic Primary School,Prim,https://stmcampsie.syd.catholic.edu.au,NSW,info@stmcampsie.catholic.edu.au,"(02) 9789 3800, 194 (02) 9789 3800",NG
3860,St Mel's School,Prim,http://www.smshepparton.com,VIC,info@smshepparton.com,"(03) 5821 3163, (03) 5821 9982, 0438 213 163",NG
3861,St Michael and John's Primary School,Prim,http://www.smjhorsham.catholic.edu.au,VIC,office@smjhorsham.catholic.edu.au,(03) 5382 3000,NG
3862,St Michael's Catholic Primary School,Prim,http://web.stmichbruns.wa.edu.au,WA,admin.office@stmichbruns.wa.edu.au,"(08) 9726 1317, (08) 9726 1502",NG
3863,St Michael's Catholic Primary School,Prim,https://stmdaceyville.syd.catholic.edu.au,NSW,"baden.parkerbrown@syd.catholic.edu.au, info@stmdaceyville.catholic.edu.au","(02) 9344 8512, (02) 9349 1292, 001 2025, 032 (02) 9344 8512",NG
3864,St Michael's Catholic Primary School,Prim,https://stmbelfield.syd.catholic.edu.au,NSW,"info@stmbelfield.catholic.edu.au, secretarystmichaelsbelfield@gmail.com","(02) 9642 2736, 191 (02) 9642 8199, 9642 8199",NG
3865,St Michael's Catholic Primary School,Prim,https://smpsmeadowbank.syd.catholic.edu.au,NSW,info@smpsmeadowbank.catholic.edu.au,"(02) 9808 2658, 114 (02) 9808 2658, 114 (02) 9809 3536",NG
3866,St Michael's Catholic Primary School,Prim,https://stmstanmore.syd.catholic.edu.au,NSW,"admin@stbrendan.org.au, info@stmstanmore.catholic.edu.au","(02) 9550 3707, (02) 9569 7479, 048 (02) 9569 7479",NG
3867,St Michael's Catholic Primary School,Prim,https://stmlanecove.syd.catholic.edu.au,NSW,info@stmlanecove.catholic.edu.au,"(02) 9427 3508, 066 (02) 9427 3508, 181-187",NG
3868,St Michael's Catholic Primary School,Prim,http://www.smmdow.catholic.edu.au,NSW,info@smmdow.catholic.edu.au,(02) 4871 2279,NG
3869,St Michael's Catholic Primary School,Prim,http://www.smndow.catholic.edu.au,NSW,info@smndow.catholic.edu.au,(02) 4421 3630,NG
3870,St Michael's Catholic Primary School,Prim,http://www.smtdow.catholic.edu.au,NSW,info@smtdow.catholic.edu.au,(02) 4267 2560,NG
3871,St Michael's Catholic Primary School,Prim,https://stmichaelsmanilla.catholic.edu.au/,NSW,manadmin@arm.catholic.edu.au,(02) 6785 1757,NG
3872,St Michael's Catholic Primary School Dunedoo,Prim,http://www.stmichaelsdunedoo.catholic.edu.au/,NSW,stmichaelsdunedoo@bth.catholic.edu.au,02 6375 1387,NG
3873,St Michael's College,Prim,http://www.smccab.qld.edu.au,QLD,admin@smccab.qld.edu.au,(07) 5495 8311,NG
3874,St Michael's College - Secondary Campus,Pri/Sec,http://www.smc.sa.edu.au,SA,"smc@smc.sa.edu.au, smcprimary@smc.sa.edu.au, student.reception@smc.sa.edu.au","0417 596 611, 08 8346 6548, 08 8346 9449, 08 8356 1092, 08 8356 5966, 8150 2323, 8150 2397",NG
3875,St Michael's Collegiate School,Pri/Sec,http://www.collegiate.tas.edu.au,TAS,collegiate@collegiate.tas.edu.au,"3 6211 4911, 3 6211 4930, 3 6211 4953, 3 6211 4963, 75 471 713 846",NG
3876,"St Michael's Lutheran School, Hahndorf Inc",Prim,http://www.stmichaels.sa.edu.au,SA,admin@stmichaels.sa.edu.au,"(08) 8388 7228, 245 08 8388 7228, 8388 7228",NG
3877,St Michael's Primary School,Prim,http://web.smcww.catholic.edu.au/,NSW,smc-info@ww.catholic.edu.au,"(02) 6927 3483, 0427 273 483",NG
3878,St Michael's Primary School,Prim,http://www.smnthmelbourne.catholic.edu.au,VIC,"michelle.scheggia@smnthmelbourne.catholic.edu.au, principal@smnthmelbourne.catholic.edu.au",(03) 9329 9206,NG
3879,St Michael's School,Prim,http://www.stmtraralgon.catholic.edu.au,VIC,office@stmtraralgon.catholic.edu.au,"0351 743 295, 5174 3295",NG
3880,St Michael's School,Prim,http://www.stmheyfield.catholic.edu.au,VIC,principal@stmheyfield.catholic.edu.au,03 5148 2514,NG
3881,St Michael's School,Prim,http://www.smdaylesford.catholic.edu.au,VIC,admin@smdaylesford.catholic.edu.au,(03) 5348 1261,NG
3882,St Michael's School,Prim,http://www.smashburton.catholic.edu.au,VIC,principal@smashburton.catholic.edu.au,(03) 9885 3105,NG
3883,St Michael's School,Prim,http://www.stmichael.qld.edu.au,QLD,secretary.gordonvale@cns.catholic.edu.au,(07) 4258 4100,NG
3884,St Michael's School,Prim,http://www.stmichaelsbass.wa.edu.au/,WA,"admin@stmichaelsbass.wa.edu.au, attendance@stmichaelsbass.wa.edu.au",934 08 6278 9888,NG
3885,St Monica's College,Sec,https://www.stmonicas.qld.edu.au/,QLD,smc.reception@cns.catholic.edu.au,"0419 652 108, 0419 652 278, 07 4042 4800",NG
3886,St Monica's College - Davisson Street,Sec,http://www.stmonicas-epping.com,VIC,admin@stmonicas-epping.com,(03) 9409 8800,NG
3887,St Monica's Primary School,Prim,http://www.stmonicasmp.catholic.edu.au,VIC,info@stmonicasmp.catholic.edu.au,"03 9375 1132, 2025 2025",NG
3888,St Monica's School,Prim,http://www.smfootscray.catholic.edu.au,VIC,principal@smfootscray.catholic.edu.au,"03 9687 8444, 03 9689 4548",NG
3889,St Monica's School,Prim,http://www.smkangarooflat.catholic.edu.au,VIC,admin@smkangarooflat.catholic.edu.au,"3 5447 7832, 30 477 548 549",NG
3890,St Monica's School,Prim,https://www.oakey.catholic.edu.au/,QLD,oakey@twb.catholic.edu.au,07 4691 1067,NG
3891,St Munchin's Catholic School,Prim,http://www.stmunchins.wa.edu.au,WA,admin@stmunchins.wa.edu.au,(08) 9234 7555,NG
3892,St Nicholas' Primary School,Prim,http://stnicholastamworth.catholic.edu.au/,NSW,sntadmin@arm.catholic.edu.au,(02) 6766 1500,NG
3893,St Norbert College,Sec,http://www.norbert.wa.edu.au/,WA,"absentee@norbert.wa.edu.au, snc@norbert.wa.edu.au",987 (08) 9350 5433,NG
3894,St Oliver Plunkett's School,Prim,http://www.sopascoevale.catholic.edu.au,VIC,principal@sopascoevale.catholic.edu.au,(03) 9354 5130,NG
3895,St Patrick's Catholic Primary School,Prim,https://stpmortlake.syd.catholic.edu.au,NSW,"info@stpmortlake.catholic.edu.au, parish@stpatsmortlake.org.au","(02) 9736 1797, (02) 9743 1017, 137 (02) 9736 1797",NG
3896,St Patrick's Catholic Primary School,Prim,https://www.stpat.nsw.edu.au/,NSW,spa@dbb.catholic.edu.au,02 7256 2144,NG
3897,St Patrick's Catholic Primary School,Prim,http://www.spegdbb.catholic.edu.au,NSW,speg@dbb.catholic.edu.au,(02) 7256 2113,NG
3898,St Patrick's Catholic Primary School,Prim,http://www.sppkdow.catholic.edu.au,NSW,info@sppkdow.catholic.edu.au,(02) 4275 5500,NG
3899,St Patrick's Catholic Primary School,Prim,https://stpsummerhill.syd.catholic.edu.au,NSW,"info@stpsummerhill.catholic.edu.au, website@thomaspatrick.org.au","(02) 9798 7478, 02 9798 6016, 130 (02) 9798 7478",NG
3900,St Patrick's Catholic Primary School,Prim,https://stpsutherland.syd.catholic.edu.au,NSW,info@stpsutherland.catholic.edu.au,"(02) 9521 2163, 02 9521 2356, 232 (02) 9521 2163",NG
3901,St Patrick's Catholic Primary School,Prim,https://stpatskogarah.syd.catholic.edu.au,NSW,"info@stpatskogarah.catholic.edu.au, stpatrickschurchkogarah@gmail.com","(02) 9587 5444, (02) 9587 8998, 102792, 217 (02) 9587 8998",NG
3902,St Patrick's Catholic Primary School,Prim,http://www.stpatricksemerald.com.au,QLD,spe@rok.catholic.edu.au,"07 4994 8350, 07 4994 8351",NG
3903,St Patrick's Catholic Primary School,Prim,https://saintpatricks.qld.edu.au/,QLD,spboffice@rok.catholic.edu.au,07 4152 1380,NG
3904,St Patrick's Catholic Primary School Lithgow,Prim,http://www.stpatslithgow.catholic.edu.au/,NSW,stpatslithgow@bth.catholic.edu.au,02 6351 3719,NG
3905,St Patrick's College,Sec,http://www.stpats.vic.edu.au,VIC,info@stpats.vic.edu.au,"3 5331 1688, 3 5331 8150",NG
3906,St Patrick's College,Sec,http://www.stpats.qld.edu.au,QLD,spcm_enquiries@rok.catholic.edu.au,740 (07) 4994 8700,NG
3907,St Patrick's College - Mercy Campus,Sec,http://www.mercymackay.qld.edu.au,QLD,spcm_enquiries@rok.catholic.edu.au,740 (07) 4994 8700,NG
3908,St Patrick's College Campbelltown,Sec,http://www.saintpatricks.nsw.edu.au/,NSW,info@saintpatricks.nsw.edu.au,"(02) 4629 2999, +61 (02) 4629 2999, 26 002 692 748",NG
3909,St Patrick's College Sutherland,Sec,https://spcsutherland.syd.catholic.edu.au,NSW,"admin@stpatssutherland.org.au, info@spcsutherland.catholic.edu.au","(02) 9521 2356, 232 (02) 9542 9000, 9542 9000",NG
3910,St Patrick's Parish School,Pri/Sec,http://www.stpatscooma.nsw.edu.au,NSW,frances.robertson@cg.catholic.edu.au,60 675 797 734,NG
3911,St Patrick's Parish School,Prim,https://web.spaww.catholic.edu.au/,NSW,spa-info@ww.catholic.edu.au,"(02) 6021 3694, (02) 6021 4464",NG
3912,St Patrick's Primary School,Prim,http://web.sphww.catholic.edu.au,NSW,sph-info@ww.catholic.edu.au,"(02) 6036 2288, 2022 120, 2023 120, 2024 120",NG
3913,St Patrick's Primary School,Prim,http://www.stpatrickswalcha.catholic.edu.au/index.php,NSW,spwadmin@arm.catholic.edu.au,(02) 6777 2328,NG
3914,St Patrick's Primary School,Prim,http://www.macvplism.catholic.edu.au,NSW,macvp@lism.catholic.edu.au,02 6568 1397,NG
3915,St Patrick's Primary School,Prim,http://www.stpatsfremantle.wa.edu.au,WA,admin@stpatsfremantle.wa.edu.au,08 9239 1100,NG
3916,St Patrick's Primary School,Prim,http://www.spkilmore.catholic.edu.au,VIC,principal@spkilmore.catholic.edu.au,(03) 5782 1579,NG
3917,St Patrick's Primary School,Prim,https://www.mitchell.catholic.edu.au,QLD,mitchell@twb.catholic.edu.au,07 4623 1448,NG
3918,St Patrick's School,Prim,http://www.allora.catholic.edu.au,QLD,allora@twb.catholic.edu.au,07 4666 3551,NG
3919,St Patrick's School,Prim,http://stgeorge.catholic.edu.au/,QLD,stgeorge@twb.catholic.edu.au,4625 3058,NG
3920,St Patrick's School,Prim,http://www.spgordon.catholic.edu.au,VIC,principal@spgordon.catholic.edu.au,03 5368 9495,NG
3921,St Patrick's School,Prim,http://www.spstarnaud.catholic.edu.au,VIC,principal@spstarnaud.catholic.edu.au,"03 5495 1038, 0439 951 034",NG
3922,St Patrick's School,Prim,http://www.splilydale.catholic.edu.au,VIC,office@splilydale.catholic.edu.au,(03) 9735 4388,NG
3923,St Patrick's School,Prim,http://www.spgeelongwest.catholic.edu.au,VIC,office@spgeelongwest.catholic.edu.au,(03) 5229 4412,NG
3924,St Patrick's School,Prim,http://www.spnhill.catholic.edu.au,VIC,principal@spnhill.catholic.edu.au,"(03) 5391 1575, 0419 929 271",NG
3925,St Patrick's School,Prim,http://www.spmurrumbeena.catholic.edu.au,VIC,office@spmurrumbeena.catholic.edu.au,163 03 9569 7487,NG
